song_id,dist,artists,track_name,duration_ms,danceability,genre,energy,loudness,key_signature,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,lyrics,dwh_inserted_timestamp
10155933489062027826,0,Taylor Swift,Love Story,236266,0.617,pop,0.741,-3.9699999999999998,D,major,0.0311,0.131,0.0,0.0772,0.306,118.984,4,"We were both young when I first saw you  
I close my eyes and the flashback starts  
I'm standing there on a balcony in summer air  
  
See the lights, see the party, the ball gowns  
See you make your way through the crowd  
And say hello  
  
Little did I know  
That you were Romeo, you were throwing pebbles  
And my daddy said, ""Stay away from Juliet""  
And I was crying on the staircase  
Begging you, please, don't go  
  
And I said,  
""Romeo, take me somewhere we can be alone  
I'll be waiting, all that's left to do is run  
You'll be the prince and I'll be the princess  
It's a love story, baby just say yes  
  
So I sneak out to the garden to see you  
We keep quiet 'cause we're dead if they knew  
So close your eyes, escape this town for a little while  
'Cause you were Romeo, I was a scarlet letter  
And my daddy said ""Stay away from Juliet""  
But you were everything to me, I was begging you, please, don't go  
  
And I said Romeo take me somewhere we can be alone  
I'll be waiting, all there's left to do is run  
You'll be the prince and I'll be the princess  
It's a love story baby just say yes  
  
Romeo save me, they're trying to tell me how to feel  
This love is difficult, but it's real  
Don't be afraid, we'll make it out of this mess  
It's a love story, baby just say ""Yes""  
  
Oh, oh  
  
I got tired of waiting  
Wondering if you were ever coming around  
My faith in you was fading  
When I met you on the outskirts of town  
  
And I said  
""Romeo save me, I've been feeling so alone  
I keep waiting for you but you never come  
Is this in my head? I don't know what to think""  
  
He knelt to the ground and pulled out a ring and said  
""Marry me, Juliet, you'll never have to be alone  
I love you and that's all I really know  
I talked to your dad, go pick out a white dress  
It's a love story, baby just say yes""  
  
Oh, oh,  
Oh, oh  
  
'Cause we were both young when I first saw you.

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10166143888715534218,0,Michael W. Smith,Ancient Words,276066,0.23500000000000001,world-music,0.20800000000000002,-14.046,G,major,0.0317,0.752,0.0,0.947,0.226,144.471,3,"Holy words long preserved  
For our walk in this world,  
They resound with God's own heart  
Oh, let the Ancient words impart.  
  
Words of Life, words of Hope  
Give us strength, help me cope  
In this world, where e'er we roam  
Ancient words will guide us Home.  
  
[Chorus]  
Ancient words ever true  
Changing me, and changing you.  
We have come with open hearts  
Oh let the ancient words impart.  
  
Holy words of our Faith  
Handed down to this age.  
Came to us through sacrifice  
Oh heed the faithful words of Christ.  
  
Holy words long preserved  
For our walk in this world.  
They resound with God's own heart  
Oh let the ancient words impart.  
  
[Chorus:Repeat x4]  
  
We have come with open hearts  
Oh let the ancient words impart.

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10175118850676509515,0,Marilyn Manson,Deep Six,302904,0.589,industrial,0.9420000000000001,-4.058,A,minor,0.109,0.0016,4.32e-06,0.218,0.301,133.034,4,"You wanna know what Zeus said to Narcissus  
You'd betta watch yourself  
You wanna know what Zeus said to Narcissus  
You'd better watch yourself  
You'd better watch yourself  
  
Yeah  
  
It's like a stranger had a key, came inside of my mind  
And moved all my things around  
He didn't know snakes can hear the prey  
Can't try to break the psyche down  
  
Yeah  
  
It's in my half frozen wax  
And your artillery lead  
Do you like our plan  
Do you like our plan  
  
Deep 6, 6, 6 feet deep  
Deep 6, 6, 6 feet deep  
  
It's like a stranger had a key, came inside of my mind  
And moved all my things around  
He didn't know snakes can hear the prey  
Can't try to break my psyche down  
  
It's in my half frozen wax  
And your artillery lead  
Do ya like our plan  
Do ya like our plan  
  
It's in my half-frozen wax  
And your artillery lead  
Do you like our plan  
Do you like our plan  
  
Deep 6, 6, 6 feet deep  
Deep 6, 6, 6 feet deep  
  
Yeah  
  
You wanna know what Zeus said to Narcissus  
You'd better watch yourself  
Wanna know what Zeus said to Narcissus  
You'd better watch yourself  
You'd better watch yourself better watch yourself  
  
Love is evol  
Con is confidence  
Eros is sore  
Sin is sincere  
Love is evol  
Con is confidence  
Eros is sore  
Sin is sincere  
Love is evol  
Con is confidence  
Eros is sore  
Sin is sincere  
Love is evol  
Con is confidence  
Eros is sore  
Sin is sincere  
Sin is sincere  
Sin is sincere  
Sin is sincere  
  
Deep 6, 6, 6 feet deep  
Deep 6, 6, 6 feet deep  
  
You wanna know what Zeus said to Narcissus  
You'd better watch yourself  
You wanna know what Zeus said to Narcissus  
You'd better watch yourself

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10189849469444300730,0,Linkin Park,ROADS UNTRAVELED,229933,0.599,"alternative, grunge, metal",0.788,-6.25,G♯/A♭,minor,0.0294,0.263,0.00525,0.155,0.581,100.001,3,"Weep not for roads untraveled  
Weep not for paths left lone  
'Cause beyond every bend is a long blinding end  
It's the worst kind of pain I've known  
  
Give up your heart left broken  
And let that mistake pass on  
'Cause the love that you lost wasn't worth what it cost  
And in time you'll be glad it's gone  
  
Whoa, whoa, whoa, whoa,  
whoa, whoa  
  
Weep not for roads untraveled  
Weep not for sights unseen  
May your love never end and if you need a friend,  
There's a seat here alongside me  
  
Whoa, whoa, whoa, whoa,  
Whoa, whoa

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10198179906347417599,0,Faith No More,War Pigs,465933,0.323,"alt-rock, alternative, funk, hard-rock, metal",0.891,-7.018,F♯/G♭,minor,0.119,0.00126,0.0187,0.243,0.235,97.373,4,"Generals gathered in their masses  
Just like witches at black masses  
Evil minds that plot destruction  
Sorcerers of death's construction  
In the fields the bodies burning  
As the war machine keeps turning  
Death and hatred to mankind  
poisoning their brainwashed minds  
Oh Lord yeah  
  
Politicians hide themselves away  
They only started the war  
Why should they go out to fight  
They leave that all to the poor  
  
Time will tell on their power minds  
Making war just for fun  
Treating people just like pawns in chess  
Wait 'till their judgment day comes  
  
Now in darkness world stops turning  
As the war machine keeps burning  
No more war pigs have the power  
Hand of God has struck the hour  
Day of judgment God is calling  
On their knees, the war pigs crawling  
Begging mercy for their sins  
Satan laughing spreads his wings  
Oh Lord yeah

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10223078488567371546,0,Nirvana,Pennyroyal Tea,218813,0.428,grunge,0.449,-12.114,C♯/D♭,minor,0.0342,0.000351,0.000498,0.253,0.196,113.308,4,"I'm on my time with everyone  
I have very bad posture  
  
Sit and drink Pennyroyal Tea  
Distill the life that's inside of me  
Sit and drink Pennyroyal Tea  
I'm anemic royalty  
  
Give me a Leonard Cohen afterworld  
So I can sigh eternally  
I'm so tired I can't sleep  
I'm a liar and a thief  
  
Sit and drink Pennyroyal Tea  
I'm anemic royalty  
  
I'm on warm milk and laxatives  
Cherry-flavored antacids  
  
Sit and drink Pennyroyal Tea  
Distill the life that's inside of me  
Sit and drink Pennyroyal Tea  
I'm anemic royalty

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10229158451427325947,0,UB40,Red Red Wine,183733,0.857,reggae,0.468,-8.53,C♯/D♭,major,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,4,"Red, red wine goes to my head,  
Makes me forget that I still need her so  
  
Red, red wine, it's up to you  
All I can do I've done  
Memories won't go, memories won't go  
  
Life is fine every time,  
Thoughts of you leave my head  
I was wrong, now I find  
Just one thing makes me forget  
  
Red, red wine, stay close to me  
Don't let me be alone  
It's tearing apart my blue heart  
  
Red red wine, you make me feel so fine,  
You keep me rockin' all of the time  
Red red wine, you make me feel so grand,  
I feel a million dollar when you're just in my hand  
Red red wine, you make me feel so sad,  
Any time I see you go, it make me feel bad  
Red red wine, you make me feel so fine,  
Monkey back and ease up on the sweet deadline  
  
Red red wine, you give me holy pahzing  
Holy pahzing, you make me do my own thing  
Red red wine, you give me not awful love  
Your kind of lovin' like a blessing from above  
Red red wine, I loved you right from the start,  
Right from the start, and with all of my heart  
Red red wine in an eighties style  
Red red wine in a modern beat style  
Yeah  
  
Give me a little time, let me clear out my mind  
Give me a little time, let me clear out my mind  
Give me red wine, the kind make me feel fine  
You make me feel fine all of the time  
Red red wine, you make me feel so fine  
Monkey back and ease up on the sweet deadline  
The line broke, the money get choked,  
Bunbah, ganjapani, little rubber boat  
Red red wine, I'm gonna hold on to you,  
Hold on to you 'cause I know you love truth  
Red red wine, I'm gonna love you till I die,  
Love you till I die, and that's no lie  
Red red wine, can't get your off my mind  
Wherever you may be, I'll surely find,  
I'll surely find. Make no fuss, just leave us

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
1023597599474373863,0,Eric Clapton,Cocaine,221640,0.6990000000000001,blues,0.502,-12.526,A,major,0.0278,0.0607,0.0337,0.317,0.676,105.267,4,"If you want to hang out, you've gotta take her out, cocaine  
If you want to get down, get down on the ground, cocaine  
  
She don't lie, she don't lie, she don't lie,  
Cocaine  
  
If you got bad news, you want to kick them blues, cocaine  
When your day is done, and you want to run cocaine  
  
She don't lie, she don't lie, she don't lie,  
Cocaine  
  
If your thing is gone, and you want to ride on, cocaine  
Don't forget this fact, you can't get it back, cocaine  
  
She don't lie, she don't lie, she don't lie,  
Cocaine  
  
She don't lie, she don't lie, she don't lie,  
Cocaine

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10236900408961779514,0,George Jones,Best Guitar Picker,162133,0.806,honky-tonk,0.58,-8.833,G,major,0.0315,0.69,0.0,0.296,0.806,112.916,4,"I didn't think too much about books and schoolin'  
Cause there was more important things to do  
I'd just sit out in the yard and pick my old guitar  
Tryin' to do what the big hillbillies do  
  
I would sit there by the hour pickin' wildwood flower  
Wore my little fingers to the bone  
Well, I said I would never rest 'til I am the very best  
The best guitar picker in this whole county  
  
I said someday I know, I'll win my fame  
One day all the world will know my name  
I worked so very hard with that old guitar  
Tryin' to do what the big hillbillies do  
  
I would sit there all alone tryin' to pick out, old sweet home  
While everyone was in the yard  
Well, I said I would never stop 'til I've reached the very top  
The best guitar picker in the whole county  
  
The years have passed I haven't changed my mind  
Cause I still pick the guitar all the time  
Because I know someday I'm bound to learn to play  
All the things the big hillbillies do  
  
I just sit her in my shop pickin', foggy mountain top  
Tellin' everybody ain't that great  
Cause before I go to rest I'm gonna be the very best  
The best guitar picker in this whole county  
  
I would sit there by the hour pickin' wildwood flower  
Wore my little fingers to the bone  
But I said I would never rest til' I am the very best  
The best guitar picker in this whole county

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10241430274867347826,0,Hank Williams,A Home In Heaven,124533,0.421,honky-tonk,0.20700000000000002,-13.69,E,major,0.0312,0.976,1.06e-05,0.384,0.728,142.208,3,"Around me many are building  
Homes of beauty and wealth  
But what of a home in heaven  
Where will you live after death  
Are you building a home in heaven  
To live in when this life is o'er  
Will you move to that beautiful city  
And live with Christ ever more  
Long is the road that leads you  
To that beautiful home up there  
Is work on your home completed  
Death may be lingering near  
Are you building a home in heaven  
To live in when this life is o'er  
Will you move to that beautiful city  
And live with Christ ever more  
Are you ready for his coming  
Have you been true all along  
Have you finished your building in glory  
Will you move to this heavenly home  
Are you building a home in heaven  
To live in when this life is o'er  
Will you move to that beautiful city  
And live with Christ ever more  

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10258070462166570637,0,Adele,Hello,295502,0.578,"british, soul",0.43,-6.134,F,minor,0.0305,0.33,0.0,0.0854,0.288,78.991,4,"[Verse 1]  
Hello, it's me  
I was wondering if after all these years  
You'd like to meet, to go over  
Everything  
They say that time's supposed to heal ya  
But I ain't done much healing  
  
Hello, can you hear me?  
I'm in California dreaming about who we used to be  
When we were younger and free  
I've forgotten how it felt before the world fell at our feet  
  
[Pre-Chorus 1]  
There's such a difference between us  
And a million miles  
  
[Chorus]  
Hello from the other side  
I must've called a thousand times to tell you  
I'm sorry, for everything that I've done  
But when I call you never seem to be home  
  
Hello from the outside  
At least I can say that I've tried to tell you  
I'm sorry, for breaking your heart  
But it don't matter, it clearly doesn't tear you apart anymore  
  
[Verse 2]  
Hello, how are you?  
It's so typical of me to talk about myself  
I'm sorry, I hope that you're well  
Did you ever make it out of that town  
Where nothing ever happened?  
  
[Pre-Chorus 2]  
It's no secret  
That the both of us are running out of time  
  
[Chorus]  
Hello from the other side  
I must've called a thousand times to tell you  
I'm sorry, for everything that I've done  
But when I call you never seem to be home  
  
Hello from the outside  
At least I can say that I've tried to tell you  
I'm sorry, for breaking your heart  
But it don't matter, it clearly doesn't tear you apart anymore  
  
[Bridge]  
Ooooohh, anymore  
Ooooohh, anymore  
Ooooohh, anymore  
Anymore  
  
[Chorus]  
Hello from the other side  
I must've called a thousand times to tell you  
I'm sorry, for everything that I've done  
But when I call you never seem to be home  
  
Hello from the outside  
At least I can say that I've tried to tell you  
I'm sorry, for breaking your heart  
But it don't matter, it clearly doesn't tear you apart anymore

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10271020067408438110,0,Xandria,Eversleeping,220040,0.501,"goth, opera",0.339,-9.22,G,minor,0.03,0.905,0.000105,0.104,0.133,130.026,4,"Once I traveled seven seas to find my love  
And once I sang seven hundred songs  
Well, maybe I still have to walk seven thousand miles  
Until I find the one that I belong  
I will rest my head side by side  
To the one that stays in the night  
I will lose my breath in my last words of sorrow  
And whatever comes will come soon  
Dying, I will pray to the moon  
That there once will be a better tomorrow  
Once I crossed seven rivers to find my love  
And once for seven years I forgot my name  
Well, if I have to, I will die seven deaths just to lie  
In the arms of my eversleeping aim  
I will rest my head side by side  
To the one that stays in the night  
I will lose my breath in my last words of sorrow  
And whatever comes will come soon  
Dying I will pray to the moon  
That there once will be a better tomorrow  
I will rest my head side by side  
To the one that stays in the night  
I will lose my breath in my last words of sorrow  
And whatever comes will come soon  
Dying I will pray to the moon  
That there once will be a better tomorrow  
I dreamt last night that he came to me  
He said, ""My love, why do you cry?  
For now it won't be long any more  
Until in my cold grave we will lie  
Until in my cold grave we will lie""  

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
10273970790327222199,0,Christina Perri,Merry Christmas Darling,200240,0.544,"rock, rock, rock, rock, rock",0.291,-13.898,C,major,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,"Greeting cards have all been sent,  
The Christmas rush is through,  
But I still have one wish to make,  
A special one for you.  
  
Merry Christmas, darling  
We're apart, that's true  
But I can dream and in my dreams  
I'm Christmas-ing with you.  
  
Holidays are joyful,  
There's always something new.  
But every day's a holiday  
When I'm near to you.  
The lights on my tree,  
I wish you could see,  
I wish it every day.  
Logs on the fire  
Fill me with desire  
To see you and to say  
  
That I wish you Merry Christmas,  
Happy New Year, too.  
I've just one wish  
On this Christmas Eve  
I wish I were with you.  
  
Logs on the fire  
Fill me with desire  
To see you and to say  
That I wish you Merry Christmas,  
Happy New Year, too  
I've just one wish  
On this Christmas Eve  
I wish I were with you  
I wish I were with you  
  
Merry, Merry, Merry Christmas,  
Merry Christmas, darling!

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
